Страна;Регион;Город;Оператор;Код;Тип (моб - 1, стационарный - 0)
Шри-Ланка;;;SLT;94313;0
Шри-Ланка;;;SLT;94342;0
Шри-Ланка;;;SLT;94352;0
Шри-Ланка;;;SLT;94413;0
Шри-Ланка;;;SLT;94652;0
Шри-Ланка;;;SLT;94673;0
Шри-Ланка;;;SLT;94812;0
Шри-Ланка;;;SLT;94212;0
Шри-Ланка;;;SLT;94242;0
Шри-Ланка;;;SLT;94243;0
Шри-Ланка;;;SLT;94322;0
Шри-Ланка;;;SLT;94362;0
Шри-Ланка;;;SLT;94112;0
Шри-Ланка;;;SLT;94213;0
Шри-Ланка;;;SLT;94232;0
Шри-Ланка;;;SLT;94363;0
Шри-Ланка;;;SLT;94372;0
Шри-Ланка;;;SLT;94412;0
Шри-Ланка;;;SLT;94522;0
Шри-Ланка;;;SLT;94542;0
Шри-Ланка;;;SLT;94633;0
Шри-Ланка;;;SLT;94813;0
Шри-Ланка;;;SLT;9419733;0
Шри-Ланка;;;SLT;94233;0
Шри-Ланка;;;SLT;94253;0
Шри-Ланка;;;SLT;94383;0
Шри-Ланка;;;SLT;94552;0
Шри-Ланка;;;SLT;94553;0
Шри-Ланка;;;SLT;94653;0
Шри-Ланка;;;SLT;94912;0
Шри-Ланка;;;SLT;94913;0
Шри-Ланка;;;SLT;94262;0
Шри-Ланка;;;SLT;94273;0
Шри-Ланка;;;SLT;94453;0
Шри-Ланка;;;SLT;94523;0
Шри-Ланка;;;SLT;94572;0
Шри-Ланка;;;Suntel;94254;0
Шри-Ланка;;;Suntel;94274;0
Шри-Ланка;;;Suntel;94324;0
Шри-Ланка;;;Suntel;94474;0
Шри-Ланка;;;Suntel;94374;0
Шри-Ланка;;;Suntel;94454;0
Шри-Ланка;;;Suntel;94554;0
Шри-Ланка;;;Suntel;94814;0
Шри-Ланка;;;Suntel;94524;0
Шри-Ланка;;;Suntel;94574;0
Шри-Ланка;;;Suntel;94514;0
Шри-Ланка;;;Suntel;94674;0
Шри-Ланка;;;Suntel;94234;0
Шри-Ланка;;;Suntel;94334;0
Шри-Ланка;;;Suntel;94384;0
Шри-Ланка;;;Suntel;94414;0
Шри-Ланка;;;Suntel;94634;0
Шри-Ланка;;;Suntel;94654;0
Шри-Ланка;;;Suntel;94664;0
Шри-Ланка;;;Suntel;94914;0
Шри-Ланка;;;Suntel;94244;0
Шри-Ланка;;;Suntel;94264;0
Шри-Ланка;;;Suntel;94314;0
Шри-Ланка;;;Suntel;94344;0
Шри-Ланка;;;Suntel;94114;0
Шри-Ланка;;;Suntel;94354;0
Шри-Ланка;;;Suntel;94364;0
Шри-Ланка;;;Suntel;94214;0
Шри-Ланка;;;Suntel;94544;0
Шри-Ланка;;;Airtel;9475;1
Шри-Ланка;;;Celltel;9472;1
Шри-Ланка;;;Dialog;94769;1
Шри-Ланка;;;Dialog;94767;1
Шри-Ланка;;;Dialog;94765;1
Шри-Ланка;;;Dialog;9477;1
Шри-Ланка;;;Dialog;94768;1
Шри-Ланка;;;Dialog;94766;1
Шри-Ланка;;;Dialog CDMA;94357;1
Шри-Ланка;;;Dialog CDMA;94367;1
Шри-Ланка;;;Dialog CDMA;94817;1
Шри-Ланка;;;Dialog CDMA;94387;1
Шри-Ланка;;;Dialog CDMA;94477;1
Шри-Ланка;;;Dialog CDMA;94527;1
Шри-Ланка;;;Dialog CDMA;94277;1
Шри-Ланка;;;Dialog CDMA;94337;1
Шри-Ланка;;;Dialog CDMA;94657;1
Шри-Ланка;;;Dialog CDMA;94677;1
Шри-Ланка;;;Dialog CDMA;94117;1
Шри-Ланка;;;Dialog CDMA;94247;1
Шри-Ланка;;;Dialog CDMA;94267;1
Шри-Ланка;;;Dialog CDMA;94317;1
Шри-Ланка;;;Dialog CDMA;94637;1
Шри-Ланка;;;Dialog CDMA;94217;1
Шри-Ланка;;;Dialog CDMA;94347;1
Шри-Ланка;;;Dialog CDMA;94417;1
Шри-Ланка;;;Dialog CDMA;94547;1
Шри-Ланка;;;Dialog CDMA;94557;1
Шри-Ланка;;;Dialog CDMA;94257;1
Шри-Ланка;;;Dialog CDMA;94327;1
Шри-Ланка;;;Dialog CDMA;94517;1
Шри-Ланка;;;Dialog CDMA;94667;1
Шри-Ланка;;;Dialog CDMA;94917;1
Шри-Ланка;;;Dialog CDMA;94237;1
Шри-Ланка;;;Dialog CDMA;94377;1
Шри-Ланка;;;Dialog CDMA;94457;1
Шри-Ланка;;;Dialog CDMA;94577;1
Шри-Ланка;;;Hutch;9478;1
Шри-Ланка;;;Mobitel;9471;1
Эквадор;;;;593;0
Эквадор;;;;5938;1
Эквадор;;;;5939;1
Эквадор;;;;59369;1
Экваториальная Гвинея;;;;240;0
Эритрея;;;;291;0
Эстония;;;;372;0
Эстония;;;PNS;37270;1
Эстония;;;Elisa;37256;1
Эстония;;;Elisa;372574;1
Эстония;;;Elisa;372575;1
Эстония;;;Elisa;372577;1
Эстония;;;Elisa;372578;1
Эстония;;;Elisa;372579;1
Эстония;;; ЕМТ;37250;1
Эстония;;; ЕМТ;37251;1
Эстония;;; ЕМТ;37252;1
Эстония;;; ЕМТ;37253;1
Эстония;;; ЕМТ;372590;1
Эстония;;; ЕМТ;372591;1
Эстония;;; Others;3725;1
Эстония;;; Others;3725353;1
Эстония;;;Tele2;37255;1
Эстония;;;Tele2;37258;1
Эстония;;;Top Connect;372531;1
Эстония;;;Top Connect;372532;1
Эстония;;;Top Connect;372533;1
Эстония;;;Top Connect;372536;1
Эстония;;;Top Connect;37254;1
Эстония;;;Top Connect;372570;1
Эстония;;;Top Connect;372571;1
Эстония;;;Top Connect;372572;1
Эстония;;;Top Connect;372573;1
Эстония;;;Top Connect;372576;1
Эстония;;;Top Connect;372592;1
Эстония;;;Top Connect;372593;1
Эстония;;;Top Connect;372594;1
Эстония;;;Top Connect;372595;1
Эстония;;;Top Connect;372596;1
Эстония;;;Top Connect;372597;1
Эстония;;;Top Connect;372598;1
Эстония;;;Top Connect;372599;1
Эстония;;;Top Connect;37281;1
Эстония;;;Top Connect;37282;1
Эстония;;;;3725416;1
Эстония;;;;3725746;1
Эстония;;;;3725412;1
Эстония;;;;3725413;1
Эстония;;;;3725418;1
Эстония;;;;3725749;1
Эстония;;;;3725417;1
Эстония;;;;3725748;1
Эстония;;;;3725414;1
Эстония;;;;3725415;1
Эстония;;;;3725747;1
Эстония;;;;3725799;1
Эстония;;;Elisa;372549;1
Эстония;;;Elisa;372548;1
Эстония;;;Televito;3725411194;1
Эстония;;;Televito;3725944199;1
Эстония;;;Televito;3725999568;1
Эстония;;;Televito;3725999569;1
Эстония;;;Televito;372599957;1
Эстония;;;Televito;3725999581;1
Эстония;;;Televito;3725999588;1
Эстония;;;Televito;37281800;1
Эстония;;;Televito;37257469;1
Эстония;;;Televito;37259441985;1
Эстония;;;Televito;37259441988;1
Эстония;;;Televito;3725999583;1
Эстония;;;Televito;3725999587;1
Эстония;;;Televito;37259441982;1
Эстония;;;Televito;37259441987;1
Эстония;;;Televito;37259441989;1
Эстония;;;Televito;3725999584;1
Эстония;;;Televito;37259441983;1
Эстония;;;Televito;3725999582;1
Эстония;;;Televito;3725999586;1
Эстония;;;Televito;37282200;1
Эстония;;;Televito;3725999580;1
Эстония;;;Televito;37259441986;1
Эстония;;;Televito;3725411193;1
Эстония;;;Televito;37257466;1
Эстония;;;Televito;37259441984;1
Эстония;;;Televito;3725999585;1
Эстония;;;Tele2;372583;1
Эстония;;;Tele2;372585;1
Эстония;;;Tele2;372582;1
Эстония;;;Tele2;372580;1
Эстония;;;Tele2;372581;1
Эстония;;;Tele2;372584;1
Эстония;;;Top Connect;372587;1
Эстония;;;Top Connect;372588;1
Эстония;;;Top Connect;3725745;1
Эстония;;;Top Connect;372589;1
Эстония;;;Top Connect;3725789;1
Эстония;;;Top Connect;372586;1
Эстония;;;Top Connect;3725788;1
Эстония;;;премиум;37240990;0
Эстония;;;премиум;37240888;0
Эстония;;;премиум;37240144;0
Эстония;;;премиум;37240224;0
Эстония;;;премиум;37240770;0
Эстония;;;специальные сервисы;3724005;0
Эфиопия;;;;251;0
Эфиопия;;;;2519;1
Южная Осетия;;;;7929805;1
Южная Осетия;;;;7929803;1
Южная Осетия;;;;7929806;1
Южная Осетия;;;;7929807;1
Южная Осетия;;;;7929809;1
Южная Осетия;;;;7929810;1
Южная Осетия;;;;7929811;1
Южная Осетия;;;;7929808;1
Южная Осетия;;;;7929812;1
Южная Осетия;;;;7929804;1
Южная Осетия, Моб.;;;;7929803-7929811;1
Южно-Африканская Республика;;;;27;0
Южно-Африканская Республика;;;;2771;1
Южно-Африканская Республика;;;;2772;1
Южно-Африканская Республика;;;;2773;1
Южно-Африканская Республика;;;;2774;1
Южно-Африканская Республика;;;;2775;1
Южно-Африканская Республика;;;;2776;1
Южно-Африканская Республика;;;;2778;1
Южно-Африканская Республика;;;;2779;1
Южно-Африканская Республика;;;;2781;1
Южно-Африканская Республика;;;;2782;1
Южно-Африканская Республика;;;;2783;1
Южно-Африканская Республика;;;;2784;1
Южно-Африканская Республика;;;;2785;1
Южно-Африканская Республика;;;;2786;1
Южно-Африканская Республика;;;Специальные Сервисы;27100;0
Южно-Африканская Республика;;;Специальные Сервисы;27120;0
Южно-Африканская Республика;;;Специальные Сервисы;27130;0
Южно-Африканская Республика;;;Специальные Сервисы;27140;0
Южно-Африканская Республика;;;Специальные Сервисы;27150;0
Южно-Африканская Республика;;;Специальные Сервисы;27160;0
Южно-Африканская Республика;;;Специальные Сервисы;27180;0
Южно-Африканская Республика;;;Специальные Сервисы;27210;0
Южно-Африканская Республика;;;Специальные Сервисы;27310;0
Южно-Африканская Республика;;;Специальные Сервисы;27320;0
Южно-Африканская Республика;;;Специальные Сервисы;27410;0
Южно-Африканская Республика;;;Специальные Сервисы;27510;0
Южно-Африканская Республика;;;Специальные Сервисы;2787;0
Южно-Африканская Республика;;;;27610;1
Южно-Африканская Республика;;;;27611;1
Южно-Африканская Республика;;;;27613;1
Южно-Африканская Республика;;;;27604;1
Южно-Африканская Республика;;;;27605;1
Южно-Африканская Республика;;;;27609;1
Южно-Африканская Республика;;;;27612;1
Южно-Африканская Республика;;;;2788;1
Южно-Африканская Республика;;;;27603;1
Южно-Африканская Республика;;;;27608;1
Южно-Африканская Республика;;;;27614;1
Южно-Африканская Республика;;;;27607;1
Южно-Африканская Республика;;;;27606;1
Ямайка;;;;1876;0
Ямайка;;;;187621;1
Ямайка;;;;187626;1
Ямайка;;;;187627;1
Ямайка;;;;187628;1
Ямайка;;;;187629;1
Ямайка;;;;18763;1
